peer_degree,tx_rate_hz,block_size_mb,seed,comm_energy_kwh,pow_compute_energy_kwh,comm_to_compute_ratio,total_messages
4,10,0.5,20260115,72.87661333333334,500841744.5572435,1.4550826508632596e-07,3456608000
4,10,0.5,20260116,72.87203,510696029.61518633,1.4269159299105904e-07,3456588000
4,10,0.5,20260117,72.85553,397762068.7990887,1.8316359380361035e-07,3456516000
4,10,0.5,20260118,72.87661333333334,516142291.6703941,1.4119481102291067e-07,3456608000
4,10,0.5,20260119,72.88211333333334,507690339.0915799,1.4355623442380785e-07,3456632000
4,10,0.5,20260120,72.85828,471962436.3809922,1.5437304832706022e-07,3456528000
4,10,0.5,20260121,72.87478,529009969.7354031,1.377569122873999e-07,3456600000
4,10,0.5,20260122,72.86286333333334,465411312.75627613,1.5655584928054753e-07,3456548000
4,10,0.5,20260123,72.85186333333333,400666616.5415463,1.8182663672399845e-07,3456500000
4,10,0.5,20260124,72.86286333333334,467774059.2496601,1.5576507908585204e-07,3456548000
4,10,0.5,20260125,72.88303,489757304.6412692,1.4881458491647078e-07,3456636000
4,10,0.5,20260126,72.88028,552055622.7773468,1.3201619002329013e-07,3456624000
4,10,0.5,20260127,72.87203,446496708.98751503,1.6320843700112837e-07,3456588000
4,10,0.5,20260128,72.86928,414605142.3820009,1.75755851896456e-07,3456576000
4,10,0.5,20260129,72.86011333333333,450412343.31034666,1.6176313641371652e-07,3456536000
4,10,0.5,20260130,72.86194666666667,447144774.754443,1.62949341645958e-07,3456544000
4,10,1.0,20260101,73.00678,549367770.9649522,1.3289236074363305e-07,3456616000
4,10,1.0,20260102,73.01203,507498895.64628017,1.4386638202832344e-07,3456628000
4,10,1.0,20260103,72.97178,449671040.4439793,1.6227813987743542e-07,3456536000
4,10,1.0,20260104,72.97353,437064908.2848787,1.6696268361228372e-07,3456540000
4,10,1.0,20260105,73.01378,482242044.3484006,1.5140484090028961e-07,3456632000
4,10,1.0,20260106,72.94203,387241845.9226178,1.883629849615373e-07,3456468000
4,10,1.0,20260107,72.98578,464685894.96426266,1.5706476308176533e-07,3456568000
4,10,1.0,20260108,73.00503,457942651.8881643,1.594195904203062e-07,3456612000
4,10,1.0,20260109,73.00328,494488353.8848481,1.4763397242111862e-07,3456608000
4,10,1.0,20260110,73.00678,494926902.2306805,1.4751022761331382e-07,3456616000
4,10,1.0,20260111,72.93853,386414687.8667808,1.8875713654328293e-07,3456460000
4,10,1.0,20260112,72.96653,435116558.00712657,1.67694215853778e-07,3456524000
4,10,1.0,20260113,72.98578,497273025.9042666,1.4677204714106288e-07,3456568000
4,10,1.0,20260114,72.95428,411978781.7519651,1.7708261500691232e-07,3456496000
4,10,1.0,20260115,73.00328,500841744.5572435,1.457611726525246e-07,3456608000
4,10,1.0,20260116,72.99453,510696029.61518633,1.4293146170531613e-07,3456588000
4,10,1.0,20260117,72.96303,397762068.7990887,1.834338558734064e-07,3456516000
4,10,1.0,20260118,73.00328,516142291.6703941,1.414402213849578e-07,3456608000
4,10,1.0,20260119,73.01378,507690339.0915799,1.4381557886377148e-07,3456632000
4,10,1.0,20260120,72.96828,471962436.3809922,1.5460611772309834e-07,3456528000
4,10,1.0,20260121,72.99978,529009969.7354031,1.3799320273021048e-07,3456600000
4,10,1.0,20260122,72.97703,465411312.75627613,1.568011520128566e-07,3456548000
4,10,1.0,20260123,72.95603,400666616.5415463,1.820866201175884e-07,3456500000
4,10,1.0,20260124,72.97703,467774059.2496601,1.560091427837189e-07,3456548000
4,10,1.0,20260125,73.01553,489757304.6412692,1.4908512707836267e-07,3456636000
4,10,1.0,20260126,73.01028,552055622.7773468,1.322516735409581e-07,3456624000
4,10,1.0,20260127,72.99453,446496708.98751503,1.6348279512636022e-07,3456588000
4,10,1.0,20260128,72.98928,414605142.3820009,1.7604528390714106e-07,3456576000
4,10,1.0,20260129,72.97178,450412343.31034666,1.6201105738729811e-07,3456536000
4,10,1.0,20260130,72.97528,447144774.754443,1.6320280168783274e-07,3456544000
4,10,2.0,20260101,73.26344666666667,549367770.9649522,1.3335956446440435e-07,3456616000
4,10,2.0,20260102,73.27369666666667,507498895.64628017,1.4438198249348988e-07,3456628000
4,10,2.0,20260103,73.19511333333334,449671040.4439793,1.627747992422743e-07,3456536000
4,10,2.0,20260104,73.19853,437064908.2848787,1.67477481290466e-07,3456540000
4,10,2.0,20260105,73.27711333333333,482242044.3484006,1.5195090140334912e-07,3456632000
4,10,2.0,20260106,73.13703,387241845.9226178,1.8886654624256415e-07,3456468000
4,10,2.0,20260107,73.22244666666667,464685894.96426266,1.5757406768780434e-07,3456568000
4,10,2.0,20260108,73.26003,457942651.8881643,1.599764287033283e-07,3456612000
4,10,2.0,20260109,73.25661333333333,494488353.8848481,1.481462864753184e-07,3456608000
4,10,2.0,20260110,73.26344666666667,494926902.2306805,1.4802882271394353e-07,3456616000
4,10,2.0,20260111,73.13019666666666,386414687.8667808,1.8925314943483415e-07,3456460000
4,10,2.0,20260112,73.18486333333334,435116558.00712657,1.681959971105827e-07,3456524000
4,10,2.0,20260113,73.22244666666667,497273025.9042666,1.4724797616664456e-07,3456568000
4,10,2.0,20260114,73.16094666666666,411978781.7519651,1.7758425896485551e-07,3456496000
4,10,2.0,20260115,73.25661333333333,500841744.5572435,1.4626698778492193e-07,3456608000
4,10,2.0,20260116,73.23953,510696029.61518633,1.4341119913383033e-07,3456588000
4,10,2.0,20260117,73.17803,397762068.7990887,1.8397438001299852e-07,3456516000
4,10,2.0,20260118,73.25661333333333,516142291.6703941,1.4193104210905205e-07,3456608000
4,10,2.0,20260119,73.27711333333333,507690339.0915799,1.443342677436988e-07,3456632000
4,10,2.0,20260120,73.18828,471962436.3809922,1.5507225651517463e-07,3456528000
4,10,2.0,20260121,73.24978,529009969.7354031,1.384657836158317e-07,3456600000
4,10,2.0,20260122,73.20536333333334,465411312.75627613,1.5729175747747474e-07,3456548000
4,10,2.0,20260123,73.16436333333333,400666616.5415463,1.8260658690476824e-07,3456500000
4,10,2.0,20260124,73.20536333333334,467774059.2496601,1.5649727017945264e-07,3456548000
4,10,2.0,20260125,73.28053,489757304.6412692,1.4962621140214648e-07,3456636000
4,10,2.0,20260126,73.27028,552055622.7773468,1.327226405762941e-07,3456624000
4,10,2.0,20260127,73.23953,446496708.98751503,1.640315113768239e-07,3456588000
4,10,2.0,20260128,73.22928,414605142.3820009,1.7662414792851125e-07,3456576000
4,10,2.0,20260129,73.19511333333334,450412343.31034666,1.6250689933446133e-07,3456536000
4,10,2.0,20260130,73.20194666666667,447144774.754443,1.6370972177158224e-07,3456544000
4,100,0.5,20260101,727.5139666666666,549367770.9649522,1.3242749304146557e-06,34560616000
4,100,0.5,20260102,727.5167166666666,507498895.64628017,1.4335335956548286e-06,34560628000
4,100,0.5,20260103,727.4956333333333,449671040.4439793,1.6178396380942076e-06,34560536000
4,100,0.5,20260104,727.49655,437064908.2848787,1.6645045992249236e-06,34560540000
4,100,0.5,20260105,727.5176333333334,482242044.3484006,1.5086151069974541e-06,34560632000
4,100,0.5,20260106,727.48005,387241845.9226178,1.8786194148691558e-06,34560468000
4,100,0.5,20260107,727.5029666666667,464685894.96426266,1.5655800499875649e-06,34560568000
4,100,0.5,20260108,727.51305,457942651.8881643,1.5886553632869918e-06,34560612000
4,100,0.5,20260109,727.5121333333333,494488353.8848481,1.4712421993718977e-06,34560608000
4,100,0.5,20260110,727.5139666666666,494926902.2306805,1.4699422548818725e-06,34560616000
4,100,0.5,20260111,727.4782166666666,386414687.8667808,1.8826360371618944e-06,34560460000
4,100,0.5,20260112,727.4928833333333,435116558.00712657,1.6719494350325736e-06,34560524000
4,100,0.5,20260113,727.5029666666667,497273025.9042666,1.4629849776060913e-06,34560568000
